comp,units,core_units,core_items,core_traits,main_carry,main_tank,games,avg_place,top4_rate,win_rate,stability_score
Blitzcrank+Nami+Nasus+Ornn+Samira,"Blitzcrank,Nami,Nasus,Ornn,Samira","Blitzcrank,Nami,Nasus,Ornn,Samira","Item_GargoyleStoneplate,Item_WarmogsArmor,Item_SpearOfShojin,Item_LastWhisper,Item_InfinityEdge,Item_Deathblade,Item_Morellonomicon,Item_Redemption,Item_RapidFireCannon,Item_MadredsBloodrazor,Item_ThiefsGloves,Item_BlueBuff","BlitzcrankUniqueTrait:1,ShieldTank:1,SpaceGroove:3,RangedTrait:1,ResistTank:1,Stargazer_Mountain:1",Samira,Ornn,139,5.54,25.18,3.6,81.21
Corki+Fizz+Milio+Poppy+Rammus+Riven+Shen,"Corki,Fizz,Milio,Poppy,Rammus,Riven,Shen","Corki,Fizz,Milio,Poppy,Rammus,Riven,Shen","Item_Deathblade,Item_LastWhisper,Item_ResistTankEmblemItem,Item_MadredsBloodrazor,Item_GargoyleStoneplate,Item_Crownguard,Item_WarmogsArmor,Item_SteraksGage,Item_FrozenHeart,Item_PowerGauntlet,Item_Morellonomicon,Item_Redemption","ShenUniqueTrait:1,Astronaut:2,Fateweaver:1,Timebreaker:1,AssassinTrait:1,ResistTank:2,FlexTrait:1,AssassinTrait:2,ResistTank:1,Timebreaker:2,Timebreaker:3,AssassinTrait:3",Corki,Rammus,27,4.96,37.04,3.7,80.72
Akali+Belveth+Jinx+Kindred+Maokai+RekSai+Rhaast,"Akali,Belveth,Jinx,Kindred,Maokai,RekSai,Rhaast","Akali,Belveth,Jinx,Kindred,Maokai,RekSai,Rhaast","Item_Deathblade,Item_LastWhisper,Item_MadredsBloodrazor,Item_Quicksilver,Item_RunaansHurricane,Item_RapidFireCannon,Item_ThiefsGloves,Item_FrozenHeart,Item_GuardianAngel,Item_Crownguard,Item_SteraksGage,Item_UnstableConcoction","HPTank:1,MeleeTrait:1,RhaastUniqueTrait:1,DRX:1,Primordian:1,ASTrait:2,ASTrait:3,Primordian:2,DRX:2,Stargazer_Mountain:1,SpaceGroove:1,ASTrait:4",Jinx,RekSai,63,5.21,36.51,0.0,79.93
AurelionSol+Illaoi+Karma+Leblanc+Leona+Mordekaiser+Nunu,"AurelionSol,Illaoi,Karma,Leblanc,Leona,Mordekaiser,Nunu","AurelionSol,Illaoi,Karma,Leblanc,Leona,Mordekaiser,Nunu","Item_JeweledGauntlet,Item_GargoyleStoneplate,Item_StatikkShiv,Item_MadredsBloodrazor,Item_FrozenHeart,Item_RabadonsDeathcap,Item_WarmogsArmor,Item_PowerGauntlet,Item_AdaptiveHelm,Item_Morellonomicon,Item_GuinsoosRageblade,Item_Redemption","DarkStar:1,ManaTrait:1,ShieldTank:2,ADMIN:1,FlexTrait:1,FlexTrait:2,Stargazer_Mountain:2,ADMIN:2",AurelionSol,Nunu,47,5.15,34.04,0.0,77.69
Blitzcrank+Gwen+Nasus+Ornn+Samira,"Blitzcrank,Gwen,Nasus,Ornn,Samira","Blitzcrank,Gwen,Nasus,Ornn,Samira","Item_SpearOfShojin,Item_GargoyleStoneplate,Item_WarmogsArmor,Item_LastWhisper,Item_InfinityEdge,Item_Deathblade,Item_Redemption,Item_RapidFireCannon,Item_Morellonomicon,Item_AdaptiveHelm,Item_MadredsBloodrazor,Item_RedBuff","BlitzcrankUniqueTrait:1,ShieldTank:1,SpaceGroove:3,ResistTank:1,RangedTrait:1,TFTEvent5YR_Elderwood:2,TFTEvent5YR_Mountain:1",Samira,Ornn,28,5.11,35.71,0.0,76.34
Blitzcrank+Gwen+Nami+Ornn+Pantheon+Riven+Shen+TahmKench,"Blitzcrank,Gwen,Nami,Ornn,Pantheon,Riven,Shen,TahmKench","Blitzcrank,Gwen,Nami,Ornn,Pantheon,Riven,Shen,TahmKench","Item_JeweledGauntlet,Item_GargoyleStoneplate,Item_SpaceGrooveEmblemItem,Item_Leviathan,Item_SpearOfShojin,Item_WarmogsArmor,Item_StatikkShiv,Item_Morellonomicon,Item_Bloodthirster,Item_MadredsBloodrazor,Item_IonicSpark,Item_RabadonsDeathcap","APTrait:1,BlitzcrankUniqueTrait:1,HPTank:1,ResistTank:1,ShenUniqueTrait:1,SpaceGroove:3,TahmKenchUniqueTrait:1,Timebreaker:1,AssassinTrait:1,ShieldTank:1,AssassinTrait:2",Nami,TahmKench,46,5.3,30.43,4.35,74.29
Chogath+Ezreal+Jhin+Kaisa+Karma+Lissandra+Mordekaiser+Pantheon,"Chogath,Ezreal,Jhin,Kaisa,Karma,Lissandra,Mordekaiser,Pantheon","Chogath,Ezreal,Jhin,Kaisa,Karma,Lissandra,Mordekaiser,Pantheon","Item_WarmogsArmor,Item_Leviathan,Item_FrozenHeart,Item_JeweledGauntlet,Item_SpearOfShojin,Item_InfinityEdge,Item_Deathblade,Item_RapidFireCannon,Item_GargoyleStoneplate,Item_StatikkShiv,Item_Morellonomicon,Item_ThiefsGloves","APTrait:1,DarkStar:3,HPTank:1,JhinUniqueTrait:1,Timebreaker:1,RangedTrait:1,AssassinTrait:1,APTrait:2,DarkStar:4,FlexTrait:1,HPTank:2,ManaTrait:1",Chogath,Chogath,34,5.29,35.29,2.94,74.22
AurelionSol+Fiora+Galio+Karma+Mordekaiser+TahmKench+Urgot,"AurelionSol,Fiora,Galio,Karma,Mordekaiser,TahmKench,Urgot","AurelionSol,Fiora,Galio,Karma,Mordekaiser,TahmKench,Urgot","Item_GargoyleStoneplate,Item_StatikkShiv,Item_JeweledGauntlet,Item_SteraksGage,Item_RabadonsDeathcap,Item_MadredsBloodrazor,Item_PowerGauntlet,Item_WarmogsArmor,Item_ThiefsGloves,Item_Morellonomicon,Item_Bloodthirster,Item_SpearOfShojin","FioraUniqueTrait:1,TahmKenchUniqueTrait:1,DarkStar:1,HPTank:1,ManaTrait:1,MeleeTrait:1,FlexTrait:1,Mecha:3,Mecha:2,ShieldTank:1,FlexTrait:2,TFTEvent5YR_Conqueror:2",AurelionSol,Galio,28,5.39,35.71,10.71,73.84
Akali+Belveth+Gragas+Kindred+Maokai+MasterYi+TahmKench+Urgot,"Akali,Belveth,Gragas,Kindred,Maokai,MasterYi,TahmKench,Urgot","Akali,Belveth,Gragas,Kindred,Maokai,MasterYi,TahmKench,Urgot","Item_GuardianAngel,Item_MadredsBloodrazor,Item_GuinsoosRageblade,Item_LastWhisper,Item_Quicksilver,Item_WarmogsArmor,Item_Redemption,Item_Deathblade,Item_GargoyleStoneplate,Item_FrozenHeart,Item_RapidFireCannon,Item_RedBuff","MeleeTrait:2,TahmKenchUniqueTrait:1,PsyOps:1,HPTank:2,DRX:1,ASTrait:1,ASTrait:2,DRX:2,SpaceGroove:1,Primordian:1,HPTank:3,PsyOps:2",MasterYi,TahmKench,212,6.19,14.15,0.0,71.79
Gwen+Nami+Nasus+Ornn+Samira,"Gwen,Nami,Nasus,Ornn,Samira","Gwen,Nami,Nasus,Ornn,Samira","Item_GargoyleStoneplate,Item_WarmogsArmor,Item_SpearOfShojin,Item_LastWhisper,Item_InfinityEdge,Item_Deathblade,Item_Morellonomicon,Item_RapidFireCannon,Item_Redemption,Item_MadredsBloodrazor,Item_BlueBuff,Item_GuinsoosRageblade","SpaceGroove:3,AssassinTrait:1,ShieldTank:1,RangedTrait:1,ResistTank:1,ShenUniqueTrait:1",Samira,Ornn,186,6.22,15.59,1.08,70.16
Illaoi+Karma+Leblanc+Leona+Lissandra+Morgana+Sona,"Illaoi,Karma,Leblanc,Leona,Lissandra,Morgana,Sona","Illaoi,Karma,Leblanc,Leona,Lissandra,Morgana,Sona","Item_WarmogsArmor,Item_GuinsoosRageblade,Item_GargoyleStoneplate,Item_StatikkShiv,Item_JeweledGauntlet,Item_Morellonomicon,Item_SpearOfShojin,Item_MadredsBloodrazor,Item_AdaptiveHelm,Item_RabadonsDeathcap,Item_FrozenHeart,Item_ThiefsGloves","DarkStar:1,FlexTrait:1,MorganaUniqueTrait:1,ShieldTank:1,SonaUniqueTrait:1,ADMIN:1,ADMIN:2,PsyOps:1",Leblanc,Leona,22,5.27,27.27,4.55,70.12
Bard+Illaoi+Karma+Leblanc+Leona+Mordekaiser+Nunu,"Bard,Illaoi,Karma,Leblanc,Leona,Mordekaiser,Nunu","Bard,Illaoi,Karma,Leblanc,Leona,Mordekaiser,Nunu","Item_GargoyleStoneplate,Item_JeweledGauntlet,Item_StatikkShiv,Item_GuinsoosRageblade,Item_RabadonsDeathcap,Item_FrozenHeart,Item_WarmogsArmor,Item_MadredsBloodrazor,Item_RapidFireCannon,Item_ThiefsGloves,Item_PowerGauntlet,Item_RedBuff","ADMIN:1,DarkStar:1,ManaTrait:1,ShieldTank:2,FlexTrait:1,FlexTrait:2",Leblanc,Nunu,20,5.4,35.0,0.0,69.0
Illaoi+Karma+Leblanc+Lissandra+Morgana+Nunu+Sona,"Illaoi,Karma,Leblanc,Lissandra,Morgana,Nunu,Sona","Illaoi,Karma,Leblanc,Lissandra,Morgana,Nunu,Sona","Item_GuinsoosRageblade,Item_GargoyleStoneplate,Item_JeweledGauntlet,Item_StatikkShiv,Item_WarmogsArmor,Item_MadredsBloodrazor,Item_FrozenHeart,Item_Morellonomicon,Item_SpearOfShojin,Item_AdaptiveHelm,Item_RabadonsDeathcap,Item_Redemption","DarkStar:1,MorganaUniqueTrait:1,ShieldTank:1,SonaUniqueTrait:1,FlexTrait:1,ADMIN:1,FlexTrait:3",Leblanc,Morgana,48,5.62,31.25,2.08,67.83
Aatrox+Caitlyn+Gwen+Jax+Rhaast+Talon+TwistedFate,"Aatrox,Caitlyn,Gwen,Jax,Rhaast,Talon,TwistedFate","Aatrox,Caitlyn,Gwen,Jax,Rhaast,Talon,TwistedFate","Item_GargoyleStoneplate,Item_Leviathan,Item_SpearOfShojin,Item_PowerGauntlet,Item_ThiefsGloves,Item_GuinsoosRageblade,Item_FrozenHeart,Item_WarmogsArmor,Item_RabadonsDeathcap,Item_Deathblade,Item_GuardianAngel,Item_JeweledGauntlet","DRX:1,Fateweaver:1,ResistTank:1,RhaastUniqueTrait:1,SpaceGroove:1,AssassinTrait:1,Stargazer_Shield:1,Stargazer_Medallion:1,Stargazer_Fountain:1,Stargazer_Mountain:4,AssassinTrait:2,Stargazer_Serpent:1",TwistedFate,Jax,20,5.2,20.0,0.0,67.0
Chogath+Illaoi+Kaisa+Karma+Lissandra+Mordekaiser+Pantheon,"Chogath,Illaoi,Kaisa,Karma,Lissandra,Mordekaiser,Pantheon","Chogath,Illaoi,Kaisa,Karma,Lissandra,Mordekaiser,Pantheon","Item_JeweledGauntlet,Item_WarmogsArmor,Item_StatikkShiv,Item_FrozenHeart,Item_Leviathan,Item_AdaptiveHelm,Item_SpearOfShojin,Item_GargoyleStoneplate,Item_ThiefsGloves,Item_Redemption,Item_DarkStarEmblemItem,Item_RapidFireCannon","APTrait:1,HPTank:1,ShieldTank:1,FlexTrait:1,DarkStar:2,DarkStar:3,FlexTrait:2",Chogath,Chogath,46,5.48,21.74,0.0,66.03
Illaoi+Karma+Leblanc+Leona+Mordekaiser+Nunu+Zoe,"Illaoi,Karma,Leblanc,Leona,Mordekaiser,Nunu,Zoe","Illaoi,Karma,Leblanc,Leona,Mordekaiser,Nunu,Zoe","Item_GuinsoosRageblade,Item_GargoyleStoneplate,Item_StatikkShiv,Item_WarmogsArmor,Item_FrozenHeart,Item_JeweledGauntlet,Item_Morellonomicon,Item_MadredsBloodrazor,Item_AdaptiveHelm,Item_RabadonsDeathcap,Item_DragonsClaw,Item_SpearOfShojin","ADMIN:2,DarkStar:1,ManaTrait:1,ShieldTank:2,FlexTrait:1,TFTEvent5YR_Bilgewater:1,TFTEvent5YR_Conqueror:2,TFTEvent5YR_Yordle:1,DarkStar:2,FlexTrait:3,ManaTrait:3,ShieldTank:3",Leblanc,Nunu,35,5.49,25.71,0.0,65.82
Blitzcrank+Gwen+Nami+Nasus+Ornn+Pantheon+Riven+TahmKench,"Blitzcrank,Gwen,Nami,Nasus,Ornn,Pantheon,Riven,TahmKench","Blitzcrank,Gwen,Nami,Nasus,Ornn,Pantheon,Riven,TahmKench","Item_JeweledGauntlet,Item_GargoyleStoneplate,Item_Leviathan,Item_StatikkShiv,Item_SpearOfShojin,Item_WarmogsArmor,Item_Morellonomicon,Item_SpaceGrooveEmblemItem,Item_Bloodthirster,Item_ThiefsGloves,Item_Crownguard,Item_RabadonsDeathcap","APTrait:1,BlitzcrankUniqueTrait:1,HPTank:1,ShieldTank:1,TahmKenchUniqueTrait:1,Timebreaker:1,AssassinTrait:1,SpaceGroove:3,SpaceGroove:4,ResistTank:1,AssassinTrait:2,Timebreaker:2",Nami,Ornn,120,6.0,16.67,1.67,65.17
Aatrox+Caitlyn+Corki+Jax+Milio+Talon+TwistedFate,"Aatrox,Caitlyn,Corki,Jax,Milio,Talon,TwistedFate","Aatrox,Caitlyn,Corki,Jax,Milio,Talon,TwistedFate","Item_GargoyleStoneplate,Item_Leviathan,Item_ThiefsGloves,Item_WarmogsArmor,Item_RabadonsDeathcap,Item_SpearOfShojin,Item_GuinsoosRageblade,Item_StargazerEmblemItem,Item_FrozenHeart,Item_PowerGauntlet,Item_Deathblade,Item_MadredsBloodrazor","DRX:1,Fateweaver:2,ResistTank:1,Stargazer_Medallion:1,Stargazer_Huntress:1,Stargazer_Mountain:4,Stargazer_Serpent:1,Stargazer_Fountain:1,Stargazer_Mountain:3,TFTEvent5YR_Nitro:2,TFTEvent5YR_Pentakill:1,AssassinTrait:2",Jax,Jax,35,5.51,22.86,0.0,64.11
Chogath+Jhin+Kaisa+Karma+Lissandra+Mordekaiser+Pantheon,"Chogath,Jhin,Kaisa,Karma,Lissandra,Mordekaiser,Pantheon","Chogath,Jhin,Kaisa,Karma,Lissandra,Mordekaiser,Pantheon","Item_WarmogsArmor,Item_JeweledGauntlet,Item_StatikkShiv,Item_Leviathan,Item_FrozenHeart,Item_GargoyleStoneplate,Item_AdaptiveHelm,Item_SpearOfShojin,Item_Redemption,Item_InfinityEdge,Item_PowerGauntlet,Item_ThiefsGloves","APTrait:1,DarkStar:3,HPTank:1,JhinUniqueTrait:1,FlexTrait:1,RangedTrait:1,AssassinTrait:1",Chogath,Chogath,46,5.78,26.09,0.0,61.68
Aatrox+Akali+Fiora+Graves+Maokai+Rhaast+Shen+TahmKench+Vex,"Aatrox,Akali,Fiora,Graves,Maokai,Rhaast,Shen,TahmKench,Vex","Aatrox,Akali,Fiora,Graves,Maokai,Rhaast,Shen,TahmKench,Vex","Item_GuinsoosRageblade,Item_ThiefsGloves,Item_Quicksilver,Item_RapidFireCannon,Item_FrozenHeart,Item_SteraksGage,Item_AdaptiveHelm,Item_MadredsBloodrazor,Item_Deathblade,Item_GuardianAngel,Item_WarmogsArmor,Item_Morellonomicon","FioraUniqueTrait:1,GravesTrait:1,HPTank:1,MeleeTrait:1,ResistTank:1,RhaastUniqueTrait:1,ShenUniqueTrait:1,TahmKenchUniqueTrait:1,VexUniqueTrait:1,DRX:1,DRX:2",Vex,TahmKench,34,5.85,29.41,2.94,60.69
AurelionSol+Blitzcrank+Illaoi+Karma+Mordekaiser+Nunu+Sona,"AurelionSol,Blitzcrank,Illaoi,Karma,Mordekaiser,Nunu,Sona","AurelionSol,Blitzcrank,Illaoi,Karma,Mordekaiser,Nunu,Sona","Item_JeweledGauntlet,Item_RabadonsDeathcap,Item_FrozenHeart,Item_StatikkShiv,Item_WarmogsArmor,Item_GargoyleStoneplate,Item_Morellonomicon,Item_MadredsBloodrazor,Item_SpearOfShojin,Item_AdaptiveHelm,Item_PowerGauntlet,Item_ThiefsGloves","BlitzcrankUniqueTrait:1,DarkStar:1,ManaTrait:1,ShieldTank:2,SonaUniqueTrait:1,SpaceGroove:1,FlexTrait:1,FlexTrait:2",AurelionSol,Nunu,47,5.81,23.4,0.0,60.24
AurelionSol+Blitzcrank+Illaoi+Karma+Leblanc+Mordekaiser+Nunu,"AurelionSol,Blitzcrank,Illaoi,Karma,Leblanc,Mordekaiser,Nunu","AurelionSol,Blitzcrank,Illaoi,Karma,Leblanc,Mordekaiser,Nunu","Item_JeweledGauntlet,Item_StatikkShiv,Item_GargoyleStoneplate,Item_GuinsoosRageblade,Item_Morellonomicon,Item_WarmogsArmor,Item_FrozenHeart,Item_RabadonsDeathcap,Item_AdaptiveHelm,Item_SpearOfShojin,Item_ThiefsGloves,Item_Crownguard","BlitzcrankUniqueTrait:1,DarkStar:1,ManaTrait:1,ShieldTank:2,SpaceGroove:1,FlexTrait:1,FlexTrait:2,ADMIN:1",AurelionSol,Nunu,29,5.62,20.69,0.0,60.21
AurelionSol+Illaoi+Karma+Leona+Mordekaiser+Nunu+Sona,"AurelionSol,Illaoi,Karma,Leona,Mordekaiser,Nunu,Sona","AurelionSol,Illaoi,Karma,Leona,Mordekaiser,Nunu,Sona","Item_JeweledGauntlet,Item_GargoyleStoneplate,Item_RabadonsDeathcap,Item_StatikkShiv,Item_FrozenHeart,Item_Morellonomicon,Item_MadredsBloodrazor,Item_WarmogsArmor,Item_SpearOfShojin,Item_AdaptiveHelm,Item_PowerGauntlet,Item_HextechGunblade","DarkStar:1,ManaTrait:1,ShieldTank:2,SonaUniqueTrait:1,FlexTrait:1,FlexTrait:2",AurelionSol,Leona,25,5.84,32.0,0.0,59.75
Aatrox+Diana+Kindred+Leblanc+Maokai+Morgana+Rammus+TahmKench,"Aatrox,Diana,Kindred,Leblanc,Maokai,Morgana,Rammus,TahmKench","Aatrox,Diana,Kindred,Leblanc,Maokai,Morgana,Rammus,TahmKench","Item_GuinsoosRageblade,Item_WarmogsArmor,Item_GargoyleStoneplate,Item_FrozenHeart,Item_RapidFireCannon,Item_MadredsBloodrazor,Item_RunaansHurricane,Item_Redemption,Item_Crownguard,Item_ThiefsGloves,Item_JeweledGauntlet,Item_Deathblade","DRX:1,HPTank:1,MorganaUniqueTrait:1,ResistTank:1,TahmKenchUniqueTrait:1,ADMIN:1,ASTrait:1,ASTrait:2,ADMIN:2",Kindred,Morgana,57,5.98,24.56,1.75,59.25
Blitzcrank+Gwen+Nami+Nunu+Ornn+Pantheon+Riven+TahmKench,"Blitzcrank,Gwen,Nami,Nunu,Ornn,Pantheon,Riven,TahmKench","Blitzcrank,Gwen,Nami,Nunu,Ornn,Pantheon,Riven,TahmKench","Item_SpaceGrooveEmblemItem,Item_JeweledGauntlet,Item_Leviathan,Item_GargoyleStoneplate,Item_SpearOfShojin,Item_StatikkShiv,Item_WarmogsArmor,Item_Bloodthirster,Item_RabadonsDeathcap,Item_Morellonomicon,Item_FrozenHeart,Item_AdaptiveHelm","APTrait:1,BlitzcrankUniqueTrait:1,HPTank:1,TahmKenchUniqueTrait:1,ShieldTank:1,SpaceGroove:3,Timebreaker:1,AssassinTrait:1,ResistTank:1,AssassinTrait:2,Timebreaker:2,SpaceGroove:2",Nami,TahmKench,91,6.1,17.58,0.0,58.7
Bard+Illaoi+Lissandra+Mordekaiser+Poppy+Rammus+Veigar,"Bard,Illaoi,Lissandra,Mordekaiser,Poppy,Rammus,Veigar","Bard,Illaoi,Lissandra,Mordekaiser,Poppy,Rammus,Veigar","Item_JeweledGauntlet,Item_GargoyleStoneplate,Item_StatikkShiv,Item_Leviathan,Item_SpearOfShojin,Item_WarmogsArmor,Item_Morellonomicon,Item_FrozenHeart,Item_MadredsBloodrazor,Item_Crownguard,Item_RabadonsDeathcap,Item_AdaptiveHelm","APTrait:1,DarkStar:1,ManaTrait:1,ShieldTank:1,Astronaut:2,ResistTank:1,ResistTank:2,FlexTrait:2,TFTEvent5YR_Nitro:2,TFTEvent5YR_Yordle:1,Astronaut:3,FlexTrait:1",Veigar,Rammus,55,5.85,14.55,3.64,58.07
Illaoi+Karma+Leblanc+Leona+Lissandra+Morgana+Teemo,"Illaoi,Karma,Leblanc,Leona,Lissandra,Morgana,Teemo","Illaoi,Karma,Leblanc,Leona,Lissandra,Morgana,Teemo","Item_GargoyleStoneplate,Item_GuinsoosRageblade,Item_JeweledGauntlet,Item_StatikkShiv,Item_FrozenHeart,Item_WarmogsArmor,Item_Morellonomicon,Item_MadredsBloodrazor,Item_AdaptiveHelm,Item_NightHarvester,Item_Redemption,Item_RabadonsDeathcap","DarkStar:1,FlexTrait:1,MorganaUniqueTrait:1,ShieldTank:1,SpaceGroove:1,ADMIN:1,ADMIN:2",Leblanc,Morgana,24,5.79,20.83,0.0,56.1
Aatrox+Akali+Belveth+Briar+Jinx+Maokai+RekSai,"Aatrox,Akali,Belveth,Briar,Jinx,Maokai,RekSai","Aatrox,Akali,Belveth,Briar,Jinx,Maokai,RekSai","Item_RunaansHurricane,Item_Deathblade,Item_Quicksilver,Item_MadredsBloodrazor,Item_WarmogsArmor,Item_ThiefsGloves,Item_AdaptiveHelm,Item_PowerGauntlet,Item_GargoyleStoneplate,Item_GuinsoosRageblade,Item_SteraksGage,Item_Crownguard","ASTrait:1,HPTank:1,Primordian:2,DRX:1,MeleeTrait:1,AssassinTrait:1,ResistTank:1,AnimaSquad:1,MeleeTrait:2,DRX:2",Jinx,RekSai,22,5.86,22.73,0.0,55.12
Illaoi+Karma+Leblanc+Lissandra+Morgana+Nunu+Teemo,"Illaoi,Karma,Leblanc,Lissandra,Morgana,Nunu,Teemo","Illaoi,Karma,Leblanc,Lissandra,Morgana,Nunu,Teemo","Item_GuinsoosRageblade,Item_GargoyleStoneplate,Item_JeweledGauntlet,Item_StatikkShiv,Item_MadredsBloodrazor,Item_FrozenHeart,Item_RabadonsDeathcap,Item_WarmogsArmor,Item_AdaptiveHelm,Item_Morellonomicon,Item_ThiefsGloves,Item_Redemption","DarkStar:1,FlexTrait:1,MorganaUniqueTrait:1,ShieldTank:1,SpaceGroove:1,ADMIN:1",Leblanc,Morgana,31,5.81,16.13,0.0,54.97
Akali+Fiora+Gragas+Kindred+Maokai+MasterYi+TahmKench+Urgot,"Akali,Fiora,Gragas,Kindred,Maokai,MasterYi,TahmKench,Urgot","Akali,Fiora,Gragas,Kindred,Maokai,MasterYi,TahmKench,Urgot","Item_GuardianAngel,Item_MadredsBloodrazor,Item_Quicksilver,Item_LastWhisper,Item_SteraksGage,Item_GuinsoosRageblade,Item_WarmogsArmor,Item_Redemption,Item_RedBuff,Item_Deathblade,Item_ASTraitEmblemItem,Item_RapidFireCannon","FioraUniqueTrait:1,HPTank:2,TahmKenchUniqueTrait:1,DRX:1,MeleeTrait:2,PsyOps:1,ASTrait:1,PsyOps:2,SpaceGroove:1,DRX:2,MeleeTrait:3",Kindred,TahmKench,20,5.75,15.0,0.0,54.0
Chogath+Ezreal+Jhin+Maokai+Milio+Pantheon+Riven+TahmKench,"Chogath,Ezreal,Jhin,Maokai,Milio,Pantheon,Riven,TahmKench","Chogath,Ezreal,Jhin,Maokai,Milio,Pantheon,Riven,TahmKench","Item_InfinityEdge,Item_GargoyleStoneplate,Item_SpearOfShojin,Item_Deathblade,Item_WarmogsArmor,Item_LastWhisper,Item_FrozenHeart,Item_Crownguard,Item_Redemption,Item_RedBuff,Item_RapidFireCannon,Item_AdaptiveHelm","TahmKenchUniqueTrait:1,Timebreaker:3,DarkStar:1,HPTank:2,JhinUniqueTrait:1,RangedTrait:1,APTrait:1,AssassinTrait:1,DRX:1,DarkStar:2,Fateweaver:1,HPTank:3",Ezreal,Chogath,20,5.9,20.0,0.0,53.0
Aatrox+Jax+Jhin+Maokai+Nunu+Rhaast+TahmKench+Xayah,"Aatrox,Jax,Jhin,Maokai,Nunu,Rhaast,TahmKench,Xayah","Aatrox,Jax,Jhin,Maokai,Nunu,Rhaast,TahmKench,Xayah","Item_RunaansHurricane,Item_FrozenHeart,Item_WarmogsArmor,Item_StargazerEmblemItem,Item_RapidFireCannon,Item_InfinityEdge,Item_Crownguard,Item_GargoyleStoneplate,Item_Redemption,Item_Deathblade,Item_AdaptiveHelm,Item_ThiefsGloves","DRX:1,HPTank:1,JhinUniqueTrait:1,ResistTank:1,RhaastUniqueTrait:1,TahmKenchUniqueTrait:1,RangedTrait:1,Stargazer_Serpent:1,Stargazer_Mountain:4,Stargazer_Shield:1,Stargazer_Huntress:1,Stargazer_Wolf:1",Xayah,TahmKench,103,6.31,6.8,0.97,52.25
Chogath+Ezreal+Kaisa+Maokai+Milio+Pantheon+Riven+TahmKench,"Chogath,Ezreal,Kaisa,Maokai,Milio,Pantheon,Riven,TahmKench","Chogath,Ezreal,Kaisa,Maokai,Milio,Pantheon,Riven,TahmKench","Item_InfinityEdge,Item_SpearOfShojin,Item_Deathblade,Item_WarmogsArmor,Item_GargoyleStoneplate,Item_FrozenHeart,Item_ThiefsGloves,Item_Crownguard,Item_SpectralGauntlet,Item_LastWhisper,Item_Redemption,Item_Bloodthirster","AssassinTrait:1,DarkStar:1,HPTank:2,TahmKenchUniqueTrait:1,Timebreaker:3,TFTEvent5YR_Fated:2,TFTEvent5YR_Yordle:1,TFTEvent5YR_Maestro:2,TFTEvent5YR_Overlord:1,TFTEvent5YR_Conqueror:2,TFTEvent5YR_Mountain:1,TFTEvent5YR_Demacia:2",Ezreal,Chogath,21,5.9,14.29,4.76,52.2
AurelionSol+Galio+Karma+Mordekaiser+Morgana+Nunu,"AurelionSol,Galio,Karma,Mordekaiser,Morgana,Nunu","AurelionSol,Galio,Karma,Mordekaiser,Morgana,Nunu","Item_GargoyleStoneplate,Item_JeweledGauntlet,Item_StatikkShiv,Item_RabadonsDeathcap,Item_SteraksGage,Item_AdaptiveHelm,Item_WarmogsArmor,Item_PowerGauntlet,Item_Morellonomicon,Item_ThiefsGloves,Item_MadredsBloodrazor,Item_RapidFireCannon","DarkStar:1,ManaTrait:1,Mecha:2,MorganaUniqueTrait:1,ShieldTank:1,FlexTrait:1,FlexTrait:2,Stargazer_Fountain:1",AurelionSol,Galio,33,6.06,18.18,3.03,51.92
Aatrox+Blitzcrank+Jax+Jhin+Maokai+Nunu+TahmKench+Xayah,"Aatrox,Blitzcrank,Jax,Jhin,Maokai,Nunu,TahmKench,Xayah","Aatrox,Blitzcrank,Jax,Jhin,Maokai,Nunu,TahmKench,Xayah","Item_RunaansHurricane,Item_FrozenHeart,Item_StargazerEmblemItem,Item_WarmogsArmor,Item_RapidFireCannon,Item_InfinityEdge,Item_Deathblade,Item_Crownguard,Item_GargoyleStoneplate,Item_Redemption,Item_AdaptiveHelm,Item_GuinsoosRageblade","BlitzcrankUniqueTrait:1,DRX:1,HPTank:1,JhinUniqueTrait:1,ResistTank:1,ShieldTank:1,SpaceGroove:1,TahmKenchUniqueTrait:1,RangedTrait:1,Stargazer_Serpent:1,RangedTrait:2,Stargazer_Mountain:4",Xayah,TahmKench,80,6.3,13.75,0.0,51.5
Bard+Corki+Fizz+Milio+Poppy+Rammus+Riven,"Bard,Corki,Fizz,Milio,Poppy,Rammus,Riven","Bard,Corki,Fizz,Milio,Poppy,Rammus,Riven","Item_Deathblade,Item_AstronautEmblemItem,Item_LastWhisper,Item_GargoyleStoneplate,Item_FrozenHeart,Item_Morellonomicon,Item_WarmogsArmor,Item_PowerGauntlet,Item_MadredsBloodrazor,Item_AdaptiveHelm,Item_Crownguard,Item_RapidFireCannon","Fateweaver:1,ResistTank:1,Timebreaker:1,Astronaut:3,AssassinTrait:1,AssassinTrait:2,FlexTrait:1,Astronaut:2,SpaceGroove:1,AssassinTrait:3,Astronaut:4,Fateweaver:2",Rammus,Rammus,21,6.05,19.05,4.76,51.25
