comp,units,core_units,core_items,core_traits,main_carry,main_tank,games,avg_place,top4_rate,win_rate,stability_score,units_kr,core_units_kr,core_items_kr,core_traits_kr,main_carry_kr,main_tank_kr
Aatrox+Akali+Blitzcrank+Fiora+Graves+Morgana+Nunu+Shen+Vex,"Aatrox,Akali,Blitzcrank,Fiora,Graves,Morgana,Nunu,Shen,Vex","Aatrox,Akali,Blitzcrank,Fiora,Graves,Morgana,Nunu,Shen,Vex","Item_ThiefsGloves,Item_GuinsoosRageblade,Item_FrozenHeart,Item_MadredsBloodrazor,Item_Quicksilver,Item_WarmogsArmor,Item_SteraksGage,Item_GargoyleStoneplate,Item_RapidFireCannon,Item_AdaptiveHelm,Item_PowerGauntlet,Item_Deathblade","BlitzcrankUniqueTrait:1,DRX:1,GravesTrait:1,ShenUniqueTrait:1,SpaceGroove:1,VexUniqueTrait:1,FioraUniqueTrait:1,ResistTank:1,ShieldTank:1,MeleeTrait:1,MorganaUniqueTrait:1,Stargazer_Mountain:2",Vex,Morgana,519,4.38,50.87,16.38,127.75,"아트록스,아칼리,블리츠크랭크,피오라,그레이브즈,모르가나,누누와 윌럼프,쉔,벡스","아트록스,아칼리,블리츠크랭크,피오라,그레이브즈,모르가나,누누와 윌럼프,쉔,벡스","도적의 장갑,구인수의 격노검,수호자의 맹세,거인 학살자,수은,워모그의 갑옷,스테락의 도전,가고일 돌갑옷,붉은 덩굴정령,적응형 투구,타격대의 철퇴,죽음의 검","파티광 1,N.O.V.A. 1,최신상 1,보루 1,우주 그루브 1,파멸자 1,신성 결투가 1,요새 1,선봉대 1,습격자 1,어둠의 여인 1,별돌보미 2",벡스,모르가나
Bard+Galio+Illaoi+Lissandra+Mordekaiser+Poppy+Rammus+Veigar,"Bard,Galio,Illaoi,Lissandra,Mordekaiser,Poppy,Rammus,Veigar","Bard,Galio,Illaoi,Lissandra,Mordekaiser,Poppy,Rammus,Veigar","Item_JeweledGauntlet,Item_GargoyleStoneplate,Item_StatikkShiv,Item_SpearOfShojin,Item_Leviathan,Item_WarmogsArmor,Item_MadredsBloodrazor,Item_NightHarvester,Item_RabadonsDeathcap,Item_AdaptiveHelm,Item_FrozenHeart,Item_Morellonomicon","APTrait:1,DarkStar:1,ManaTrait:1,ResistTank:1,ShieldTank:1,Astronaut:2,FlexTrait:1,FlexTrait:2,SpaceGroove:1,Astronaut:3",Veigar,Rammus,50,3.62,66.0,16.0,126.3,"바드,거대 메크 로봇,일라오이,리산드라,모데카이저,뽀삐,람머스,베이가","바드,거대 메크 로봇,일라오이,리산드라,모데카이저,뽀삐,람머스,베이가","보석 건틀릿,가고일 돌갑옷,공허의 지팡이,쇼진의 창,내셔의 이빨,워모그의 갑옷,거인 학살자,굳건한 심장,라바돈의 죽음모자,적응형 투구,수호자의 맹세,모렐로노미콘","복제자 1,암흑의 별 1,전달자 1,요새 1,선봉대 1,정령족 2,여행자 1,여행자 2,우주 그루브 1,정령족 3",베이가,람머스
AurelionSol+Bard+Blitzcrank+Galio+Karma+Mordekaiser+Morgana,"AurelionSol,Bard,Blitzcrank,Galio,Karma,Mordekaiser,Morgana","AurelionSol,Bard,Blitzcrank,Galio,Karma,Mordekaiser,Morgana","Item_GargoyleStoneplate,Item_JeweledGauntlet,Item_StatikkShiv,Item_RabadonsDeathcap,Item_WarmogsArmor,Item_MadredsBloodrazor,Item_Morellonomicon,Item_PowerGauntlet,Item_SpearOfShojin,Item_AdaptiveHelm,Item_FrozenHeart,Item_NightHarvester","BlitzcrankUniqueTrait:1,DarkStar:1,ManaTrait:2,MorganaUniqueTrait:1,ShieldTank:1,SpaceGroove:1,FlexTrait:1,Mecha:2,FlexTrait:2,Mecha:1",Galio,Galio,34,3.56,67.65,17.65,126.28,"아우렐리온 솔,바드,블리츠크랭크,거대 메크 로봇,카르마,모데카이저,모르가나","아우렐리온 솔,바드,블리츠크랭크,거대 메크 로봇,카르마,모데카이저,모르가나","가고일 돌갑옷,보석 건틀릿,공허의 지팡이,라바돈의 죽음모자,워모그의 갑옷,거인 학살자,모렐로노미콘,타격대의 철퇴,쇼진의 창,적응형 투구,수호자의 맹세,굳건한 심장","파티광 1,암흑의 별 1,전달자 2,어둠의 여인 1,선봉대 1,우주 그루브 1,여행자 1,메카 2,여행자 2,메카 1",거대 메크 로봇,거대 메크 로봇
Blitzcrank+Gwen+Nami+Nasus+Ornn+Samira+Teemo,"Blitzcrank,Gwen,Nami,Nasus,Ornn,Samira,Teemo","Blitzcrank,Gwen,Nami,Nasus,Ornn,Samira,Teemo","Item_GargoyleStoneplate,Item_WarmogsArmor,Item_SpearOfShojin,Item_LastWhisper,Item_InfinityEdge,Item_Deathblade,Item_MadredsBloodrazor,Item_Morellonomicon,Item_RapidFireCannon,Item_Redemption,Item_AdaptiveHelm,Item_RabadonsDeathcap","BlitzcrankUniqueTrait:1,ShieldTank:1,SpaceGroove:4,RangedTrait:1,AssassinTrait:1,TFTEvent5YR_Conqueror:2,TFTEvent5YR_Pyro:1",Samira,Ornn,57,3.77,63.16,26.32,126.27,"블리츠크랭크,그웬,나미,나서스,오른,사미라,티모","블리츠크랭크,그웬,나미,나서스,오른,사미라,티모","가고일 돌갑옷,워모그의 갑옷,쇼진의 창,최후의 속삭임,무한의 대검,죽음의 검,거인 학살자,모렐로노미콘,붉은 덩굴정령,정령의 형상,적응형 투구,라바돈의 죽음모자","파티광 1,선봉대 1,우주 그루브 4,저격수 1,불한당 1,TFTEvent5YR_Conqueror 2,TFTEvent5YR_Pyro 1",사미라,오른
AurelionSol+Bard+Fiora+Galio+Karma+TahmKench+Urgot,"AurelionSol,Bard,Fiora,Galio,Karma,TahmKench,Urgot","AurelionSol,Bard,Fiora,Galio,Karma,TahmKench,Urgot","Item_GargoyleStoneplate,Item_JeweledGauntlet,Item_StatikkShiv,Item_WarmogsArmor,Item_MadredsBloodrazor,Item_SteraksGage,Item_RabadonsDeathcap,Item_PowerGauntlet,Item_Morellonomicon,Item_ThiefsGloves,Item_RapidFireCannon,Item_GuardianAngel","FioraUniqueTrait:1,HPTank:1,ManaTrait:1,MeleeTrait:1,TahmKenchUniqueTrait:1,FlexTrait:1,Mecha:3,Mecha:2,FlexTrait:2,TFTEvent5YR_Overlord:2,TFTEvent5YR_Pyro:1,DarkStar:1",AurelionSol,Galio,37,3.76,72.97,21.62,126.09,"아우렐리온 솔,바드,피오라,거대 메크 로봇,카르마,탐 켄치,우르곳","아우렐리온 솔,바드,피오라,거대 메크 로봇,카르마,탐 켄치,우르곳","가고일 돌갑옷,보석 건틀릿,공허의 지팡이,워모그의 갑옷,거인 학살자,스테락의 도전,라바돈의 죽음모자,타격대의 철퇴,모렐로노미콘,도적의 장갑,붉은 덩굴정령,밤의 끝자락","신성 결투가 1,싸움꾼 1,전달자 1,습격자 1,예언자 1,여행자 1,메카 3,메카 2,여행자 2,TFTEvent5YR_Overlord 2,TFTEvent5YR_Pyro 1,암흑의 별 1",아우렐리온 솔,거대 메크 로봇
Blitzcrank+Gwen+Nami+Nasus+Ornn+Samira+Shen+Teemo,"Blitzcrank,Gwen,Nami,Nasus,Ornn,Samira,Shen,Teemo","Blitzcrank,Gwen,Nami,Nasus,Ornn,Samira,Shen,Teemo","Item_SpearOfShojin,Item_GargoyleStoneplate,Item_WarmogsArmor,Item_LastWhisper,Item_Deathblade,Item_Morellonomicon,Item_Redemption,Item_JeweledGauntlet,Item_RabadonsDeathcap,Item_InfinityEdge,Item_AdaptiveHelm,Item_MadredsBloodrazor","BlitzcrankUniqueTrait:1,ShenUniqueTrait:1,ResistTank:1,ShieldTank:1,SpaceGroove:4,TFTEvent5YR_Conqueror:2,TFTEvent5YR_Yordle:1,APTrait:1,AssassinTrait:1,RangedTrait:1,ResistTank:2,ShieldTank:2",Samira,Ornn,35,3.54,60.0,22.86,125.25,"블리츠크랭크,그웬,나미,나서스,오른,사미라,쉔,티모","블리츠크랭크,그웬,나미,나서스,오른,사미라,쉔,티모","쇼진의 창,가고일 돌갑옷,워모그의 갑옷,최후의 속삭임,죽음의 검,모렐로노미콘,정령의 형상,보석 건틀릿,라바돈의 죽음모자,무한의 대검,적응형 투구,거인 학살자","파티광 1,보루 1,요새 1,선봉대 1,우주 그루브 4,TFTEvent5YR_Conqueror 2,TFTEvent5YR_Yordle 1,복제자 1,불한당 1,저격수 1,요새 2,선봉대 2",사미라,오른
Corki+Fizz+Galio+Milio+Morgana+Poppy+Rammus+Riven,"Corki,Fizz,Galio,Milio,Morgana,Poppy,Rammus,Riven","Corki,Fizz,Galio,Milio,Morgana,Poppy,Rammus,Riven","Item_Deathblade,Item_GargoyleStoneplate,Item_LastWhisper,Item_WarmogsArmor,Item_Crownguard,Item_SteraksGage,Item_FrozenHeart,Item_PowerGauntlet,Item_ThiefsGloves,Item_Redemption,Item_Bloodthirster,Item_Morellonomicon","Fateweaver:1,FlexTrait:1,MorganaUniqueTrait:1,ResistTank:1,Astronaut:2,Timebreaker:1,AssassinTrait:1,AssassinTrait:2,Timebreaker:2,Astronaut:3",Corki,Rammus,42,3.62,76.19,2.38,125.11,"코르키,피즈,거대 메크 로봇,밀리오,모르가나,뽀삐,람머스,리븐","코르키,피즈,거대 메크 로봇,밀리오,모르가나,뽀삐,람머스,리븐","죽음의 검,가고일 돌갑옷,최후의 속삭임,워모그의 갑옷,크라운가드,스테락의 도전,수호자의 맹세,타격대의 철퇴,도적의 장갑,정령의 형상,피바라기,모렐로노미콘","운명술사 1,여행자 1,어둠의 여인 1,요새 1,정령족 2,시간 균열자 1,불한당 1,불한당 2,시간 균열자 2,정령족 3",코르키,람머스
Aatrox+Belveth+Kindred+Maokai+MissFortune+Ornn+Rhaast+Urgot,"Aatrox,Belveth,Kindred,Maokai,MissFortune,Ornn,Rhaast,Urgot","Aatrox,Belveth,Kindred,Maokai,MissFortune,Ornn,Rhaast,Urgot","Item_GuinsoosRageblade,Item_InfinityEdge,Item_Deathblade,Item_WarmogsArmor,Item_GargoyleStoneplate,Item_Redemption,Item_MadredsBloodrazor,Item_FrozenHeart,Item_SteraksGage,Item_RedBuff,Item_ThiefsGloves,Item_RapidFireCannon","DRX:1,HPTank:1,MeleeTrait:1,MissFortuneUniqueTrait:1,ResistTank:1,RhaastUniqueTrait:1,SpaceGroove:1,ASTrait:2,ASTrait:3,Primordian:1,TFTEvent5YR_Bilgewater:2,TFTEvent5YR_Mountain:1",MissFortune,Ornn,72,3.85,69.44,11.11,124.97,"아트록스,벨베스,킨드레드,마오카이,미스 포츈,오른,라아스트,우르곳","아트록스,벨베스,킨드레드,마오카이,미스 포츈,오른,라아스트,우르곳","구인수의 격노검,무한의 대검,죽음의 검,워모그의 갑옷,가고일 돌갑옷,정령의 형상,거인 학살자,수호자의 맹세,스테락의 도전,태양불꽃 망토,도적의 장갑,붉은 덩굴정령","N.O.V.A. 1,싸움꾼 1,습격자 1,기동총격여신 1,요새 1,구원자 1,우주 그루브 1,도전자 2,도전자 3,태고족 1,TFTEvent5YR_Bilgewater 2,TFTEvent5YR_Mountain 1",미스 포츈,오른
Aatrox+Caitlyn+Corki+Jax+Milio+Riven+Talon+TwistedFate,"Aatrox,Caitlyn,Corki,Jax,Milio,Riven,Talon,TwistedFate","Aatrox,Caitlyn,Corki,Jax,Milio,Riven,Talon,TwistedFate","Item_GargoyleStoneplate,Item_Leviathan,Item_ThiefsGloves,Item_SpearOfShojin,Item_RabadonsDeathcap,Item_PowerGauntlet,Item_Deathblade,Item_WarmogsArmor,Item_MadredsBloodrazor,Item_GuinsoosRageblade,Item_FrozenHeart,Item_RedBuff","DRX:1,Fateweaver:2,ResistTank:1,Timebreaker:1,AssassinTrait:1,Stargazer_Medallion:1,Stargazer_Shield:1,Stargazer_Fountain:1,Stargazer_Serpent:1,Stargazer_Wolf:1,Stargazer_Huntress:1,AssassinTrait:2",TwistedFate,Jax,78,3.83,67.95,6.41,124.14,"아트록스,케이틀린,코르키,잭스,밀리오,리븐,탈론,트위스티드 페이트","아트록스,케이틀린,코르키,잭스,밀리오,리븐,탈론,트위스티드 페이트","가고일 돌갑옷,내셔의 이빨,도적의 장갑,쇼진의 창,라바돈의 죽음모자,타격대의 철퇴,죽음의 검,워모그의 갑옷,거인 학살자,구인수의 격노검,수호자의 맹세,태양불꽃 망토","N.O.V.A. 1,운명술사 2,요새 1,시간 균열자 1,불한당 1,별돌보미 1,별돌보미 1,별돌보미 1,별돌보미 1,별돌보미 1,별돌보미 1,불한당 2",트위스티드 페이트,잭스
Gwen+Nami+Nasus+Ornn+Samira+Shen,"Gwen,Nami,Nasus,Ornn,Samira,Shen","Gwen,Nami,Nasus,Ornn,Samira,Shen","Item_WarmogsArmor,Item_GargoyleStoneplate,Item_SpearOfShojin,Item_LastWhisper,Item_InfinityEdge,Item_Deathblade,Item_Morellonomicon,Item_Redemption,Item_MadredsBloodrazor,Item_NightHarvester,Item_RapidFireCannon,Item_PowerGauntlet","ResistTank:1,ShenUniqueTrait:1,SpaceGroove:3,RangedTrait:1,BlitzcrankUniqueTrait:1,Stargazer_Mountain:2",Samira,Ornn,40,3.75,75.0,10.0,124.0,"그웬,나미,나서스,오른,사미라,쉔","그웬,나미,나서스,오른,사미라,쉔","워모그의 갑옷,가고일 돌갑옷,쇼진의 창,최후의 속삭임,무한의 대검,죽음의 검,모렐로노미콘,정령의 형상,거인 학살자,굳건한 심장,붉은 덩굴정령,타격대의 철퇴","요새 1,보루 1,우주 그루브 3,저격수 1,파티광 1,별돌보미 2",사미라,오른
Illaoi+Karma+Leblanc+Lissandra+Morgana+Nunu+Rhaast+Sona,"Illaoi,Karma,Leblanc,Lissandra,Morgana,Nunu,Rhaast,Sona","Illaoi,Karma,Leblanc,Lissandra,Morgana,Nunu,Rhaast,Sona","Item_GuinsoosRageblade,Item_FrozenHeart,Item_GargoyleStoneplate,Item_JeweledGauntlet,Item_StatikkShiv,Item_WarmogsArmor,Item_RabadonsDeathcap,Item_AdaptiveHelm,Item_SpearOfShojin,Item_MadredsBloodrazor,Item_Redemption,Item_PowerGauntlet","DarkStar:1,FlexTrait:1,MorganaUniqueTrait:1,RhaastUniqueTrait:1,ShieldTank:1,SonaUniqueTrait:1,PsyOps:1",Leblanc,Morgana,21,3.57,76.19,4.76,123.63,"일라오이,카르마,르블랑,리산드라,모르가나,누누와 윌럼프,라아스트,소나","일라오이,카르마,르블랑,리산드라,모르가나,누누와 윌럼프,라아스트,소나","구인수의 격노검,수호자의 맹세,가고일 돌갑옷,보석 건틀릿,공허의 지팡이,워모그의 갑옷,라바돈의 죽음모자,적응형 투구,쇼진의 창,거인 학살자,정령의 형상,타격대의 철퇴","암흑의 별 1,여행자 1,어둠의 여인 1,구원자 1,선봉대 1,지휘관 1,초능력 1",르블랑,모르가나
Gwen+Jhin+Nami+Nasus+Ornn+Samira,"Gwen,Jhin,Nami,Nasus,Ornn,Samira","Gwen,Jhin,Nami,Nasus,Ornn,Samira","Item_GargoyleStoneplate,Item_SpearOfShojin,Item_WarmogsArmor,Item_LastWhisper,Item_InfinityEdge,Item_Deathblade,Item_Redemption,Item_MadredsBloodrazor,Item_NightHarvester,Item_BlueBuff,Item_Morellonomicon,Item_RapidFireCannon","SpaceGroove:3,JhinUniqueTrait:1,RangedTrait:1,ResistTank:1,ShieldTank:1,DarkStar:1",Samira,Ornn,27,3.7,70.37,11.11,121.46,"그웬,진,나미,나서스,오른,사미라","그웬,진,나미,나서스,오른,사미라","가고일 돌갑옷,쇼진의 창,워모그의 갑옷,최후의 속삭임,무한의 대검,죽음의 검,정령의 형상,거인 학살자,굳건한 심장,푸른 파수꾼,모렐로노미콘,붉은 덩굴정령","우주 그루브 3,말살자 1,저격수 1,요새 1,선봉대 1,암흑의 별 1",사미라,오른
Blitzcrank+Illaoi+Karma+Leblanc+Leona+Lissandra+Nunu+Sona,"Blitzcrank,Illaoi,Karma,Leblanc,Leona,Lissandra,Nunu,Sona","Blitzcrank,Illaoi,Karma,Leblanc,Leona,Lissandra,Nunu,Sona","Item_GargoyleStoneplate,Item_GuinsoosRageblade,Item_StatikkShiv,Item_JeweledGauntlet,Item_WarmogsArmor,Item_MadredsBloodrazor,Item_RabadonsDeathcap,Item_Morellonomicon,Item_SpearOfShojin,Item_FrozenHeart,Item_AdaptiveHelm,Item_Redemption","BlitzcrankUniqueTrait:1,DarkStar:1,ShieldTank:2,SonaUniqueTrait:1,SpaceGroove:1,FlexTrait:1,ADMIN:1,ADMIN:2,FlexTrait:2,PsyOps:1",Leblanc,Leona,39,3.82,69.23,12.82,120.98,"블리츠크랭크,일라오이,카르마,르블랑,레오나,리산드라,누누와 윌럼프,소나","블리츠크랭크,일라오이,카르마,르블랑,레오나,리산드라,누누와 윌럼프,소나","가고일 돌갑옷,구인수의 격노검,공허의 지팡이,보석 건틀릿,워모그의 갑옷,거인 학살자,라바돈의 죽음모자,모렐로노미콘,쇼진의 창,수호자의 맹세,적응형 투구,정령의 형상","파티광 1,암흑의 별 1,선봉대 2,지휘관 1,우주 그루브 1,여행자 1,중재자 1,중재자 2,여행자 2,초능력 1",르블랑,레오나
Gwen+Nami+Nasus+Ornn+Rammus+Samira,"Gwen,Nami,Nasus,Ornn,Rammus,Samira","Gwen,Nami,Nasus,Ornn,Rammus,Samira","Item_SpearOfShojin,Item_WarmogsArmor,Item_GargoyleStoneplate,Item_LastWhisper,Item_InfinityEdge,Item_MadredsBloodrazor,Item_Deathblade,Item_RapidFireCannon,Item_Redemption,Item_Morellonomicon,Item_AdaptiveHelm,Item_NightHarvester","ResistTank:1,SpaceGroove:3,RangedTrait:1",Samira,Ornn,33,3.79,69.7,12.12,120.71,"그웬,나미,나서스,오른,람머스,사미라","그웬,나미,나서스,오른,람머스,사미라","쇼진의 창,워모그의 갑옷,가고일 돌갑옷,최후의 속삭임,무한의 대검,거인 학살자,죽음의 검,붉은 덩굴정령,정령의 형상,모렐로노미콘,적응형 투구,굳건한 심장","요새 1,우주 그루브 3,저격수 1",사미라,오른
Akali+Belveth+Fiora+Gragas+Kindred+Maokai+MasterYi+TahmKench+Urgot,"Akali,Belveth,Fiora,Gragas,Kindred,Maokai,MasterYi,TahmKench,Urgot","Akali,Belveth,Fiora,Gragas,Kindred,Maokai,MasterYi,TahmKench,Urgot","Item_GuardianAngel,Item_MadredsBloodrazor,Item_MeleeTraitEmblemItem,Item_Quicksilver,Item_LastWhisper,Item_GuinsoosRageblade,Item_SteraksGage,Item_WarmogsArmor,Item_Redemption,Item_SpectralGauntlet,Item_RapidFireCannon,Item_ThiefsGloves","FioraUniqueTrait:1,TahmKenchUniqueTrait:1,DRX:1,PsyOps:1,HPTank:2,ASTrait:1,MeleeTrait:3,MeleeTrait:2,ASTrait:2,Primordian:1,HPTank:3,SpaceGroove:1",Kindred,TahmKench,106,4.1,58.49,5.66,118.92,"아칼리,벨베스,피오라,그라가스,킨드레드,마오카이,마스터 이,탐 켄치,우르곳","아칼리,벨베스,피오라,그라가스,킨드레드,마오카이,마스터 이,탐 켄치,우르곳","밤의 끝자락,거인 학살자,습격자 상징,수은,최후의 속삭임,구인수의 격노검,스테락의 도전,워모그의 갑옷,정령의 형상,저녁갑주,붉은 덩굴정령,도적의 장갑","신성 결투가 1,예언자 1,N.O.V.A. 1,초능력 1,싸움꾼 2,도전자 1,습격자 3,습격자 2,도전자 2,태고족 1,싸움꾼 3,우주 그루브 1",킨드레드,탐 켄치
Illaoi+Lissandra+Mordekaiser+Nami+Pyke+Rhaast+Viktor,"Illaoi,Lissandra,Mordekaiser,Nami,Pyke,Rhaast,Viktor","Illaoi,Lissandra,Mordekaiser,Nami,Pyke,Rhaast,Viktor","Item_GargoyleStoneplate,Item_WarmogsArmor,Item_JeweledGauntlet,Item_StatikkShiv,Item_RabadonsDeathcap,Item_Morellonomicon,Item_SpearOfShojin,Item_PsyOps_DroneMod,Item_ArchangelsStaff,Item_Crownguard,Item_IonicSpark,Item_PsyOps_SympatheticImplantMod","APTrait:1,DarkStar:1,ManaTrait:1,PsyOps:1,RhaastUniqueTrait:1,ShieldTank:1,SpaceGroove:1,FlexTrait:1,FlexTrait:2",Illaoi,Illaoi,47,3.87,68.09,6.38,118.75,"일라오이,리산드라,모데카이저,나미,파이크,라아스트,빅토르","일라오이,리산드라,모데카이저,나미,파이크,라아스트,빅토르","가고일 돌갑옷,워모그의 갑옷,보석 건틀릿,공허의 지팡이,라바돈의 죽음모자,모렐로노미콘,쇼진의 창,드론 업링크,대천사의 지팡이,크라운가드,이온 충격기,공감 임플란트","복제자 1,암흑의 별 1,전달자 1,초능력 1,구원자 1,선봉대 1,우주 그루브 1,여행자 1,여행자 2",일라오이,일라오이
Bard+Galio+Karma+Lissandra+Poppy+Rammus+Sona+Veigar,"Bard,Galio,Karma,Lissandra,Poppy,Rammus,Sona,Veigar","Bard,Galio,Karma,Lissandra,Poppy,Rammus,Sona,Veigar","Item_GargoyleStoneplate,Item_JeweledGauntlet,Item_StatikkShiv,Item_SpearOfShojin,Item_WarmogsArmor,Item_Leviathan,Item_Morellonomicon,Item_AdaptiveHelm,Item_BlueBuff,Item_FrozenHeart,Item_NightHarvester,Item_RabadonsDeathcap","APTrait:1,Astronaut:2,DarkStar:1,ResistTank:1,SonaUniqueTrait:1,FlexTrait:2,PsyOps:1,FlexTrait:3",Veigar,Rammus,50,3.82,62.0,8.0,118.3,"바드,거대 메크 로봇,카르마,리산드라,뽀삐,람머스,소나,베이가","바드,거대 메크 로봇,카르마,리산드라,뽀삐,람머스,소나,베이가","가고일 돌갑옷,보석 건틀릿,공허의 지팡이,쇼진의 창,워모그의 갑옷,내셔의 이빨,모렐로노미콘,적응형 투구,푸른 파수꾼,수호자의 맹세,굳건한 심장,라바돈의 죽음모자","복제자 1,정령족 2,암흑의 별 1,요새 1,지휘관 1,여행자 2,초능력 1,여행자 3",베이가,람머스
Bard+Corki+Fizz+Galio+Gnar+Jhin+Poppy+Rammus,"Bard,Corki,Fizz,Galio,Gnar,Jhin,Poppy,Rammus","Bard,Corki,Fizz,Galio,Gnar,Jhin,Poppy,Rammus","Item_Deathblade,Item_LastWhisper,Item_GuinsoosRageblade,Item_InfinityEdge,Item_GargoyleStoneplate,Item_FrozenHeart,Item_Crownguard,Item_MadredsBloodrazor,Item_RapidFireCannon,Item_WarmogsArmor,Item_AdaptiveHelm,Item_Redemption","Astronaut:3,FlexTrait:1,JhinUniqueTrait:1,RangedTrait:1,ResistTank:1,AssassinTrait:1,DarkStar:1,ResistTank:2",Gnar,Rammus,30,3.87,66.67,13.33,117.83,"바드,코르키,피즈,거대 메크 로봇,나르,진,뽀삐,람머스","바드,코르키,피즈,거대 메크 로봇,나르,진,뽀삐,람머스","죽음의 검,최후의 속삭임,구인수의 격노검,무한의 대검,가고일 돌갑옷,수호자의 맹세,크라운가드,거인 학살자,붉은 덩굴정령,워모그의 갑옷,적응형 투구,정령의 형상","정령족 3,여행자 1,말살자 1,저격수 1,요새 1,불한당 1,암흑의 별 1,요새 2",나르,람머스
AurelionSol+Blitzcrank+Illaoi+Karma+Mordekaiser+Morgana+Nunu+Sona,"AurelionSol,Blitzcrank,Illaoi,Karma,Mordekaiser,Morgana,Nunu,Sona","AurelionSol,Blitzcrank,Illaoi,Karma,Mordekaiser,Morgana,Nunu,Sona","Item_JeweledGauntlet,Item_RabadonsDeathcap,Item_WarmogsArmor,Item_GargoyleStoneplate,Item_StatikkShiv,Item_FrozenHeart,Item_AdaptiveHelm,Item_MadredsBloodrazor,Item_PowerGauntlet,Item_SpearOfShojin,Item_Morellonomicon,Item_Redemption","BlitzcrankUniqueTrait:1,DarkStar:1,ManaTrait:1,MorganaUniqueTrait:1,ShieldTank:2,SonaUniqueTrait:1,SpaceGroove:1,FlexTrait:1,FlexTrait:2",AurelionSol,Nunu,27,3.78,66.67,7.41,117.38,"아우렐리온 솔,블리츠크랭크,일라오이,카르마,모데카이저,모르가나,누누와 윌럼프,소나","아우렐리온 솔,블리츠크랭크,일라오이,카르마,모데카이저,모르가나,누누와 윌럼프,소나","보석 건틀릿,라바돈의 죽음모자,워모그의 갑옷,가고일 돌갑옷,공허의 지팡이,수호자의 맹세,적응형 투구,거인 학살자,타격대의 철퇴,쇼진의 창,모렐로노미콘,정령의 형상","파티광 1,암흑의 별 1,전달자 1,어둠의 여인 1,선봉대 2,지휘관 1,우주 그루브 1,여행자 1,여행자 2",아우렐리온 솔,누누와 윌럼프
Belveth+Fiora+Gragas+Kindred+Maokai+MasterYi+RekSai+TahmKench+Urgot,"Belveth,Fiora,Gragas,Kindred,Maokai,MasterYi,RekSai,TahmKench,Urgot","Belveth,Fiora,Gragas,Kindred,Maokai,MasterYi,RekSai,TahmKench,Urgot","Item_GuardianAngel,Item_HPTankEmblemItem,Item_MadredsBloodrazor,Item_GuinsoosRageblade,Item_WarmogsArmor,Item_LastWhisper,Item_Quicksilver,Item_Redemption,Item_SteraksGage,Item_RapidFireCannon,Item_GargoyleStoneplate,Item_Deathblade","DRX:1,FioraUniqueTrait:1,MeleeTrait:2,TahmKenchUniqueTrait:1,PsyOps:1,HPTank:3,ASTrait:1,Primordian:1,Primordian:2,ASTrait:2,HPTank:2,ASTrait:3",Kindred,TahmKench,72,4.06,65.28,2.78,116.63,"벨베스,피오라,그라가스,킨드레드,마오카이,마스터 이,렉사이,탐 켄치,우르곳","벨베스,피오라,그라가스,킨드레드,마오카이,마스터 이,렉사이,탐 켄치,우르곳","밤의 끝자락,싸움꾼 상징,거인 학살자,구인수의 격노검,워모그의 갑옷,최후의 속삭임,수은,정령의 형상,스테락의 도전,붉은 덩굴정령,가고일 돌갑옷,죽음의 검","N.O.V.A. 1,신성 결투가 1,습격자 2,예언자 1,초능력 1,싸움꾼 3,도전자 1,태고족 1,태고족 2,도전자 2,싸움꾼 2,도전자 3",킨드레드,탐 켄치
